hue__tmp_padova_ambrosia.id,hue__tmp_padova_ambrosia.data,hue__tmp_padova_ambrosia.aceraceae,hue__tmp_padova_ambrosia.alternaria,hue__tmp_padova_ambrosia.altripollini,hue__tmp_padova_ambrosia.alnus,hue__tmp_padova_ambrosia.ambrosia,hue__tmp_padova_ambrosia.artemisia,hue__tmp_padova_ambrosia.betulaceae,hue__tmp_padova_ambrosia.betula,hue__tmp_padova_ambrosia.compositae,hue__tmp_padova_ambrosia.corylaceae,hue__tmp_padova_ambrosia.cupressaceae_taxaceae,hue__tmp_padova_ambrosia.carpinus,hue__tmp_padova_ambrosia.castanea_sativa,hue__tmp_padova_ambrosia.fagaceae,hue__tmp_padova_ambrosia.fagus_sylvatica,hue__tmp_padova_ambrosia.gramineae,hue__tmp_padova_ambrosia.oleaceae,hue__tmp_padova_ambrosia.pinaceae,hue__tmp_padova_ambrosia.plantaginaceae,hue__tmp_padova_ambrosia.platanaceae,hue__tmp_padova_ambrosia.populus,hue__tmp_padova_ambrosia.quercus,hue__tmp_padova_ambrosia.salicaceae,hue__tmp_padova_ambrosia.salix,hue__tmp_padova_ambrosia.ulmaceae,hue__tmp_padova_ambrosia.urticaceae,hue__tmp_padova_ambrosia.t_med,hue__tmp_padova_ambrosia.t_min,hue__tmp_padova_ambrosia.t_max,hue__tmp_padova_ambrosia.precipitazione,hue__tmp_padova_ambrosia.u_min,hue__tmp_padova_ambrosia.u_max,hue__tmp_padova_ambrosia.class_ambrosia
1436,2018-07-22,0.0,42.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,23.2,16.9,NULL,NULL,49.0,100.0,assente
1437,2018-07-23,0.0,72.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,24.0,17.9,NULL,NULL,45.0,100.0,basso
1438,2018-07-24,0.0,206.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,26.2,20.1,NULL,NULL,37.0,91.0,assente
1439,2018-07-25,0.0,483.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,26.9,21.7,NULL,NULL,38.0,83.0,assente
1440,2018-07-26,0.0,169.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,8.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,26.0,21.8,NULL,NULL,33.0,80.0,assente
1441,2018-07-27,0.0,97.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,26.3,20.7,NULL,NULL,40.0,81.0,basso
1442,2018-07-28,0.0,244.0,5.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,27.0,21.5,NULL,NULL,47.0,86.0,assente
1443,2018-07-29,0.0,155.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,11.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,27.2,23.0,NULL,NULL,55.0,83.0,assente
1444,2018-07-30,0.0,143.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,7.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,28.6,23.2,NULL,NULL,41.0,85.0,assente
1445,2018-07-31,0.0,138.0,5.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,29.0,23.6,NULL,NULL,44.0,81.0,basso
1446,2018-08-01,0.0,205.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,6.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,30.2,25.8,NULL,NULL,39.0,83.0,basso
1447,2018-08-02,0.0,139.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,12.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,26.2,20.8,NULL,NULL,51.0,98.0,assente
1448,2018-08-03,0.0,57.0,5.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,NULL,8.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,27.5,22.5,NULL,NULL,43.0,85.0,assente
1449,2018-08-04,0.0,151.0,7.0,0.0,5.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,8.0,0.0,0.0,0.0,0.0,0.0,0.0,67.0,27.8,23.3,NULL,NULL,45.0,81.0,basso
1450,2018-08-05,0.0,164.0,19.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,28.3,24.0,NULL,NULL,40.0,81.0,basso
1451,2018-08-06,0.0,124.0,10.0,0.0,3.0,4.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,9.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,27.6,23.8,NULL,NULL,44.0,79.0,basso
1452,2018-08-07,0.0,167.0,10.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,27.6,23.2,NULL,NULL,48.0,86.0,basso
1453,2018-08-08,0.0,352.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,25.0,19.6,NULL,NULL,58.0,95.0,assente
1454,2018-08-09,0.0,125.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,25.3,20.2,NULL,NULL,52.0,96.0,assente
1455,2018-08-10,0.0,164.0,9.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.9,18.9,NULL,NULL,43.0,96.0,basso
1456,2018-08-11,0.0,194.0,17.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,25.4,21.2,NULL,NULL,48.0,84.0,basso
1457,2018-08-12,0.0,168.0,14.0,0.0,5.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,24.3,20.7,NULL,NULL,47.0,81.0,basso
1458,2018-08-13,0.0,160.0,33.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,23.9,19.0,NULL,NULL,50.0,98.0,basso
1459,2018-08-14,0.0,99.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.1,19.2,NULL,NULL,62.0,98.0,assente
1460,2018-08-15,0.0,98.0,28.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.4,19.2,NULL,NULL,35.0,97.0,assente
1461,2018-08-16,0.0,196.0,23.0,0.0,2.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,25.6,21.9,NULL,NULL,32.0,73.0,basso
1462,2018-08-17,0.0,220.0,40.0,0.0,16.0,3.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,25.5,20.0,NULL,NULL,37.0,78.0,medio
1463,2018-08-18,0.0,300.0,43.0,0.0,5.0,2.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,26.5,20.9,NULL,NULL,40.0,85.0,basso
1464,2018-08-19,0.0,269.0,66.0,0.0,26.0,3.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,27.5,21.7,NULL,NULL,40.0,78.0,alto
1465,2018-08-20,0.0,233.0,61.0,0.0,42.0,6.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,27.7,22.0,NULL,NULL,32.0,73.0,alto
1466,2018-08-21,0.0,244.0,47.0,0.0,42.0,3.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,3.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,27.7,22.5,NULL,NULL,33.0,73.0,alto
1467,2018-08-22,0.0,222.0,121.0,0.0,82.0,3.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,27.4,22.2,NULL,NULL,38.0,75.0,alto
1468,2018-08-23,0.0,308.0,108.0,0.0,59.0,4.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,5.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,27.0,21.9,NULL,NULL,41.0,79.0,alto
1469,2018-08-24,0.0,220.0,47.0,0.0,39.0,2.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,4.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,25.6,21.1,NULL,NULL,46.0,82.0,alto
1470,2018-08-25,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,20.7,17.8,NULL,NULL,70.0,99.0,assente
1471,2018-08-26,0.0,19.0,25.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,17.9,15.0,NULL,NULL,45.0,97.0,basso
1472,2018-08-27,0.0,131.0,18.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,85.0,19.7,14.0,NULL,NULL,38.0,87.0,basso
1473,2018-08-28,0.0,122.0,13.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,22.3,16.0,NULL,NULL,33.0,85.0,basso
1474,2018-08-29,0.0,303.0,35.0,0.0,3.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,23.3,17.1,NULL,NULL,35.0,84.0,basso
1475,2018-08-30,0.0,355.0,22.0,0.0,2.0,1.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,23.5,18.7,NULL,NULL,45.0,85.0,basso
1476,2018-08-31,0.0,324.0,29.0,0.0,14.0,2.0,0.0,0.0,17.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,22.3,18.9,NULL,NULL,59.0,97.0,medio
1477,2018-09-01,0.0,40.0,14.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,19.6,16.2,NULL,NULL,68.0,99.0,basso
1478,2018-09-02,0.0,55.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,19.3,16.7,NULL,NULL,57.0,100.0,basso
1479,2018-09-03,0.0,82.0,10.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,19.4,16.0,NULL,NULL,53.0,98.0,basso
1480,2018-09-04,0.0,266.0,9.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,20.5,15.2,NULL,NULL,47.0,97.0,basso
1481,2018-09-05,0.0,694.0,12.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.0,22.3,17.3,NULL,NULL,54.0,96.0,basso
1482,2018-09-06,0.0,1084.0,12.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,22.6,18.2,NULL,NULL,50.0,95.0,basso
1483,2018-09-07,0.0,27.0,12.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,19.8,17.4,NULL,NULL,72.0,99.0,basso
1484,2018-09-08,0.0,268.0,9.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,22.1,17.3,NULL,NULL,47.0,96.0,basso
1485,2018-09-09,0.0,305.0,11.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,22.6,17.4,NULL,NULL,50.0,95.0,basso
1486,2018-09-10,0.0,578.0,8.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,23.5,18.8,NULL,NULL,48.0,93.0,basso
1487,2018-09-11,0.0,470.0,6.0,0.0,2.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,2.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,23.9,19.6,NULL,NULL,53.0,95.0,basso
1488,2018-09-12,0.0,989.0,13.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,317.0,24.1,19.8,NULL,NULL,54.0,93.0,basso
1489,2018-09-13,0.0,912.0,17.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,307.0,23.9,20.5,NULL,NULL,61.0,95.0,basso
1490,2018-09-14,0.0,937.0,13.0,0.0,3.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,306.0,23.7,19.3,NULL,NULL,47.0,94.0,basso
1491,2018-09-15,0.0,346.0,13.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178.0,22.5,18.1,NULL,NULL,56.0,98.0,medio
1492,2018-09-16,0.0,275.0,17.0,0.0,8.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,22.9,18.9,NULL,NULL,50.0,95.0,medio
1493,2018-09-17,0.0,373.0,10.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,23.0,18.9,NULL,NULL,51.0,92.0,basso
1494,2018-09-18,0.0,189.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,22.3,19.1,NULL,NULL,55.0,98.0,basso
1495,2018-09-19,0.0,267.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,22.2,17.7,NULL,NULL,58.0,98.0,assente
1496,2018-09-20,0.0,369.0,12.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,23.3,18.7,NULL,NULL,47.0,93.0,basso
1497,2018-09-21,0.0,350.0,3.0,0.0,2.0,4.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,14.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,23.5,18.7,NULL,NULL,45.0,87.0,basso
1498,2018-09-22,0.0,367.0,12.0,0.0,4.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,22.0,18.0,NULL,NULL,66.0,93.0,basso
1499,2018-09-23,0.0,244.0,10.0,0.0,4.0,3.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,20.9,17.5,NULL,NULL,63.0,95.0,basso
1500,2018-09-24,0.0,260.0,11.0,0.0,4.0,4.0,0.0,0.0,20.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,20.0,16.4,NULL,NULL,44.0,96.0,basso
1501,2018-09-25,0.0,57.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.7,12.6,NULL,NULL,28.0,64.0,basso
1502,2018-09-26,0.0,179.0,3.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,13.8,10.7,NULL,NULL,34.0,67.0,basso
1503,2018-09-27,0.0,198.0,6.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,15.3,9.6,NULL,NULL,35.0,82.0,basso
1504,2018-09-28,0.0,170.0,3.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,17.7,11.5,NULL,NULL,30.0,89.0,basso
1505,2018-09-29,0.0,112.0,3.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,19.5,16.2,NULL,NULL,44.0,68.0,basso
1506,2018-09-30,0.0,129.0,5.0,0.0,6.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,15.6,12.1,NULL,NULL,36.0,71.0,medio
1507,2018-10-01,0.0,59.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.7,11.0,NULL,NULL,66.0,100.0,assente
1508,2018-10-02,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,14.1,11.0,NULL,NULL,47.0,100.0,assente
1509,2018-10-03,0.0,36.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,14.4,9.6,NULL,NULL,50.0,95.0,assente
1510,2018-10-04,0.0,103.0,3.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,16.4,11.5,NULL,NULL,46.0,91.0,assente
1511,2018-10-05,0.0,65.0,4.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.7,11.4,NULL,NULL,38.0,85.0,basso
1512,2018-10-06,0.0,13.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.4,14.3,NULL,NULL,70.0,100.0,assente
1513,2018-10-07,0.0,13.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,17.1,15.2,NULL,NULL,73.0,100.0,basso
1514,2018-10-08,0.0,34.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,18.0,14.4,NULL,NULL,62.0,100.0,assente
1515,2018-10-09,0.0,79.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.7,15.1,NULL,NULL,54.0,98.0,assente
1516,2018-10-10,0.0,169.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.5,15.5,NULL,NULL,53.0,84.0,basso
1517,2018-10-11,0.0,148.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,17.9,14.1,NULL,NULL,48.0,85.0,basso
1518,2018-10-12,0.0,158.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.5,15.7,NULL,NULL,51.0,93.0,basso
1519,2018-10-13,0.0,240.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,17.5,13.3,NULL,NULL,51.0,92.0,basso
1520,2018-10-14,0.0,160.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.3,13.0,NULL,NULL,48.0,92.0,basso
1521,2018-10-15,0.0,144.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.1,13.4,NULL,NULL,60.0,84.0,assente
1522,2018-10-16,0.0,176.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.7,13.2,NULL,NULL,58.0,86.0,assente
1523,2018-10-17,0.0,140.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.4,15.4,NULL,NULL,62.0,89.0,assente
1524,2018-10-18,0.0,94.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,17.6,14.2,NULL,NULL,58.0,93.0,assente
1525,2018-10-19,0.0,153.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,17.3,13.4,NULL,NULL,49.0,95.0,assente
1526,2018-10-20,0.0,138.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.5,13.2,NULL,NULL,51.0,90.0,assente
1527,2018-10-21,0.0,119.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.1,10.1,NULL,NULL,65.0,92.0,assente
1528,2018-10-22,0.0,48.0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,NULL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,12.3,7.4,NULL,NULL,45.0,87.0,assente
